Id,Annee,Mois,Jour,Heure,Minute,Instant,Posan,JourSemaine,JourFerie,Forecasted.Total.Load,Forecasted.Zonal.Load,Zonal.Price,prix decalees,Prix predicted by linear regression,zonal price - prix regression
4438,2011,7,4,21,0,21,0.5065646763,1,1,22412,7623,58.76,59.75,66.85871055560582,-8.098710555605827
4439,2011,7,4,22,0,22,0.5066788446,1,1,21711,7609,55.11,58.76,63.77069138875962,-8.660691388759624
4440,2011,7,4,23,0,23,0.5067930129,1,1,20655,7478,53.16,55.11,59.11883940560754,-5.9588394056075416
4441,2011,7,5,0,0,0,0.5069071812,2,0,19407,7096,48.55,53.16,53.62119615279145,-5.071196152791451
4442,2011,7,5,1,0,1,0.5070213495,2,0,17846,6599,40.27,48.55,46.7447369239085,-6.474736923908495
4443,2011,7,5,2,0,2,0.5071355178,2,0,16161,5920,36.05,40.27,39.32203750003422,-3.272037500034223
4444,2011,7,5,3,0,3,0.507249686,2,0,15181,5531,33.14,36.05,35.004977894457475,-1.8649778944574749
4445,2011,7,5,4,0,4,0.5073638543,2,0,14911,5415,32.27,33.14,33.815583921492454,-1.545583921492451
4446,2011,7,5,5,0,5,0.5074780226,2,0,15251,5585,36.58,32.27,35.313339294855815,1.266660705144183
4447,2011,7,5,6,0,6,0.5075921909,2,0,16032,5948,39.03,36.58,38.7537714907287,0.2762285092712986
4448,2011,7,5,7,0,7,0.5077063592,2,0,17892,6592,48.69,39.03,46.94737441559884,1.7426255844011607
4449,2011,7,5,8,0,8,0.5078205275,2,0,19734,7178,54.07,48.69,55.06168440893797,-0.9916844089379708
4450,2011,7,5,9,0,9,0.5079346957,2,0,21230,7667,57.65,54.07,61.651808051736744,-4.001808051736745
4451,2011,7,5,10,0,10,0.508048864,2,0,22452,7992,60.13,57.65,67.03491707011918,-6.9049170701191755
4452,2011,7,5,11,0,11,0.5081630323,2,0,23383,8223,61.54,60.13,71.13612369541707,-9.59612369541707
4453,2011,7,5,12,0,12,0.5082772006,2,0,24041,8384,63.63,61.54,74.03472085916147,-10.404720859161465
4454,2011,7,5,13,0,13,0.5083913689,2,0,24645,8521,73.19,63.63,76.69543922831284,-3.505439228312838
4455,2011,7,5,14,0,14,0.5085055372,2,0,25087,8606,78.08,73.19,78.6425212136852,-0.5625212136852014
4456,2011,7,5,15,0,15,0.5086197054,2,0,25420,8700,82.64,78.08,80.10944044700872,2.530559552991278
4457,2011,7,5,16,0,16,0.5087338737,2,0,25682,8783,96.14,82.64,81.26359311707108,14.876406882928919
4458,2011,7,5,17,0,17,0.508848042,2,0,25532,8726,81.81,96.14,80.60281868764605,1.2071813123539528
4459,2011,7,5,18,0,18,0.5089622103,2,0,24791,8354,69.32,81.81,77.33859300628652,-8.018593006286522
4460,2011,7,5,19,0,19,0.5090763786,2,0,23808,7994,66.38,69.32,73.00831791212127,-6.628317912121275
4461,2011,7,5,20,0,20,0.5091905469,2,0,23118,7778,65.19,66.38,69.96875553676622,-4.778755536766226
4462,2011,7,5,21,0,21,0.5093047152,2,0,22974,7739,63.15,65.19,69.33441208451822,-6.184412084518222
4463,2011,7,5,22,0,22,0.5094188834,2,0,21757,7491,54.12,63.15,63.97332888044995,-9.85332888044995
4464,2011,7,5,23,0,23,0.5095330517,2,0,20016,7082,50.63,54.12,56.30394033625699,-5.67394033625699
4465,2011,7,6,0,0,0,0.50964722,3,0,18343,6627,48.36,50.63,48.9341028667367,-0.5741028667367019
4466,2011,7,6,1,0,1,0.5097613883,3,0,17375,6296,39.4,48.36,44.66990521551397,-5.2699052155139725
4467,2011,7,6,2,0,2,0.5098755566,3,0,16681,6108,31.79,39.4,41.612722188707586,-9.822722188707587
4468,2011,7,6,3,0,3,0.5099897249,3,0,16265,5994,31.37,31.79,39.780174437768885,-8.410174437768884
4469,2011,7,6,4,0,4,0.5101038931,3,0,16143,5956,31.34,31.37,39.24274456850322,-7.90274456850322
4470,2011,7,6,5,0,5,0.5102180614,3,0,16470,6086,32.25,31.34,40.68323282464974,-8.433232824649743
4471,2011,7,6,6,0,6,0.5103322297,3,0,17544,6554,37.17,32.25,45.414377739332814,-8.244377739332812
4472,2011,7,6,7,0,7,0.510446398,3,0,19535,7268,45.72,37.17,54.18505699923413,-8.465056999234129
4473,2011,7,6,8,0,8,0.5105605663,3,0,21444,7911,49.22,45.72,62.5945129043831,-13.374512904383103
4474,2011,7,6,9,0,9,0.5106747346,3,0,22904,8405,54.68,49.22,69.02605068411987,-14.346050684119867
4475,2011,7,6,10,0,10,0.5107889028,3,0,24126,8730,57.7,54.68,74.40915970250231,-16.709159702502305
4476,2011,7,6,11,0,11,0.5109030711,3,0,25083,8963,60.07,57.7,78.62490056223388,-18.554900562233875
4477,2011,7,6,12,0,12,0.5110172394,3,0,25782,9137,64.36,60.07,81.70410940335441,-17.34410940335441
4478,2011,7,6,13,0,13,0.5111314077,3,0,26416,9283,77.07,64.36,84.4969826583908,-7.426982658390813
4479,2011,7,6,14,0,14,0.511245576,3,0,26875,9375,82.73,77.07,86.51895241243133,-3.7889524124313283
4480,2011,7,6,15,0,15,0.5113597443,3,0,27192,9470,92.72,82.73,87.91538903994953,4.804610960050468
4481,2011,7,6,16,0,16,0.5114739125,3,0,27396,9538,99.37,92.72,88.81404226396754,10.555957736032468
4482,2011,7,6,17,0,17,0.5115880808,3,0,27172,9465,90.3,99.37,87.82728578269285,2.472714217307143
4483,2011,7,6,18,0,18,0.5117022491,3,0,26372,9063,69.95,90.3,84.30315549242613,-14.353155492426126
4484,2011,7,6,19,0,19,0.5118164174,3,0,25307,8664,64.71,69.95,79.61165704350856,-14.901657043508564
4485,2011,7,6,20,0,20,0.5119305857,3,0,24532,8407,63.42,64.71,76.19765582481267,-12.777655824812669
4486,2011,7,6,21,0,21,0.512044754,3,0,24364,8344,62.05,63.42,75.45758846385664,-13.40758846385664
4487,2011,7,6,22,0,22,0.5121589223,3,0,23080,8077,59.43,62.05,69.80135934797855,-10.371359347978547
4488,2011,7,6,23,0,23,0.5122730905,3,0,21232,7634,52.33,59.43,61.66061837746242,-9.330618377462422
4489,2011,7,7,0,0,0,0.5123872588,4,0,19648,7345,50.41,52.33,54.68284040273431,-4.27284040273431
4490,2011,7,7,1,0,1,0.5125014271,4,0,18833,7037,46.23,50.41,51.09263266952508,-4.862632669525084
4491,2011,7,7,2,0,2,0.5126155954,4,0,17893,6753,43.81,46.23,46.951779578461675,-3.141779578461673
4492,2011,7,7,3,0,3,0.5127297637,4,0,17322,6577,35.94,43.81,44.43643158378379,-8.496431583783796
4493,2011,7,7,4,0,4,0.512843932,4,0,17165,6508,33.67,35.94,43.74482101431895,-10.07482101431895
4494,2011,7,7,5,0,5,0.5129581002,4,0,17538,6640,40.3,33.67,45.38794676215581,-5.087946762155816
4495,2011,7,7,6,0,6,0.5130722685,4,0,18555,7109,44.01,40.3,49.86799739365738,-5.857997393657385
4496,2011,7,7,7,0,7,0.5131864368,4,0,20528,7813,48.05,44.01,58.5593837220277,-10.5093837220277
4497,2011,7,7,8,0,8,0.5133006051,4,0,22329,8405,52.53,48.05,66.49308203799066,-13.96308203799066
4498,2011,7,7,9,0,9,0.5134147734,4,0,23687,8873,54.65,52.53,72.47529320571843,-17.82529320571843
4499,2011,7,7,10,0,10,0.5135289417,4,0,24824,9196,57.06,54.65,77.48396338076,-20.42396338076
4500,2011,7,7,11,0,11,0.5136431099,4,0,25684,9433,60.92,57.06,81.27240344279673,-20.352403442796728
4501,2011,7,7,12,0,12,0.5137572782,4,0,26274,9606,66.65,60.92,83.87144953186845,-17.221449531868444
4502,2011,7,7,13,0,13,0.5138714465,4,0,26776,9748,87.01,66.65,86.08284128901082,0.9271587109891897
4503,2011,7,7,14,0,14,0.5139856148,4,0,27098,9812,98.39,87.01,87.50130373084318,10.888696269156824
4504,2011,7,7,15,0,15,0.5140997831,4,0,27291,9884,100.5,98.39,88.35150016337002,12.14849983662998
4505,2011,7,7,16,0,16,0.5142139514,4,0,27399,9931,105.54,100.5,88.82725775255602,16.712742247443984
4506,2011,7,7,17,0,17,0.5143281196,4,0,27098,9834,89.22,105.54,87.50130373084318,1.7186962691568226
4507,2011,7,7,18,0,18,0.5144422879,4,0,26172,9382,70.49,89.22,83.42212291985945,-12.932122919859452
4508,2011,7,7,19,0,19,0.5145564562,4,0,25095,8965,65.04,70.49,78.67776251658788,-13.63776251658787
4509,2011,7,7,20,0,20,0.5146706245,4,0,24302,8677,65.06,65.04,75.18446836636096,-10.124468366360958
4510,2011,7,7,21,0,21,0.5147847928,4,0,24138,8596,62.88,65.06,74.46202165685631,-11.582021656856305
4511,2011,7,7,22,0,22,0.5148989611,4,0,22841,8289,52.15,62.88,68.74852542376138,-16.59852542376138
4512,2011,7,7,23,0,23,0.5150131294,4,0,21014,7819,48.75,52.15,60.70029287336474,-11.950292873364738
4513,2011,7,8,0,0,0,0.5151272976,5,0,19471,7268,44.91,48.75,53.90312657601279,-8.993126576012791
4514,2011,7,8,1,0,1,0.5152414659,5,0,18372,6889,35.91,44.91,49.06185258975888,-13.151852589758882
4515,2011,7,8,2,0,2,0.5153556342,5,0,17540,6611,32.83,35.91,45.396757087881475,-12.566757087881477
4516,2011,7,8,3,0,3,0.5154698025,5,0,17044,6429,31.16,32.83,43.21179630791611,-12.05179630791611
4517,2011,7,8,4,0,4,0.5155839708,5,0,16873,6349,30.81,31.16,42.458513458371606,-11.648513458371607
4518,2011,7,8,5,0,5,0.5156981391,5,0,17211,6481,32.96,30.81,43.94745850600929,-10.98745850600929
4519,2011,7,8,6,0,6,0.5158123073,5,0,18230,6933,36.97,32.96,48.436319463236536,-11.466319463236538
4520,2011,7,8,7,0,7,0.5159264756,5,0,20084,7577,45.16,36.97,56.60349141092967,-11.443491410929674
4521,2011,7,8,8,0,8,0.5160406439,5,0,21650,8045,52.73,45.16,63.50197645412678,-10.771976454126786
4522,2011,7,8,9,0,9,0.5161548122,5,0,22814,8416,61.14,52.73,68.62958602646486,-7.489586026464863
4523,2011,7,8,10,0,10,0.5162689805,5,0,23725,8643,62.7,61.14,72.6426893945061,-9.942689394506104
4524,2011,7,8,11,0,11,0.5163831488,5,0,24292,8780,64.1,62.7,75.14041673773264,-11.040416737732642
4525,2011,7,8,12,0,12,0.516497317,5,0,24564,8841,72.18,64.1,76.33862103642332,-4.1586210364233125
4526,2011,7,8,13,0,13,0.5166114853,5,0,24808,8890,78.2,72.18,77.41348077495468,0.7865192250453248
4527,2011,7,8,14,0,14,0.5167256536,5,0,24921,8893,78.77,78.2,77.91126417845484,0.858735821545153
4528,2011,7,8,15,0,15,0.5168398219,5,0,24943,8898,78.39,78.77,78.0081777614372,0.3818222385628047
4529,2011,7,8,16,0,16,0.5169539902,5,0,24916,8884,78.39,78.39,77.88923836414068,0.5007616358593197
4530,2011,7,8,17,0,17,0.5170681585,5,0,24597,8764,76.85,78.39,76.48399141089683,0.3660085891031599
4531,2011,7,8,18,0,18,0.5171823267,5,0,23782,8359,62.37,76.85,72.8937836776876,-10.523783677687597
4532,2011,7,8,19,0,19,0.517296495,5,0,22861,8013,59.06,62.37,68.83662868101803,-9.776628681018025
4533,2011,7,8,20,0,20,0.5174106633,5,0,22133,7729,58.72,59.06,65.6296701168753,-6.909670116875304
4534,2011,7,8,21,0,21,0.5175248316,5,0,22100,7646,57.38,58.72,65.48429974240182,-8.104299742401814
4535,2011,7,8,22,0,22,0.5176389999,5,0,21146,7411,51.25,57.38,61.28177437125874,-10.031774371258741
4536,2011,7,8,23,0,23,0.5177531682,5,0,19690,7054,49.44,51.25,54.86785724297331,-5.42785724297331
4537,2011,7,9,0,0,0,0.5178673365,6,0,18550,6723,53.3,49.44,49.84597157934322,3.454028420656776
4538,2011,7,9,1,0,1,0.5179815047,6,0,17654,6488,41.91,53.3,45.89894565424449,-3.988945654244496
4539,2011,7,9,2,0,2,0.518095673,6,0,16841,6231,36.81,41.91,42.31754824676093,-5.507548246760926
4540,2011,7,9,3,0,3,0.5182098413,6,0,16317,6051,30.96,36.81,40.009242906636224,-9.049242906636223
4541,2011,7,9,4,0,4,0.5183240096,6,0,15999,5917,30.5,30.96,38.6084011162552,-8.108401116255202
4542,2011,7,9,5,0,5,0.5184381779,6,0,15841,5827,30.12,30.5,37.91238538392752,-7.79238538392752
4543,2011,7,9,6,0,6,0.5185523462,6,0,15885,5877,30.35,30.12,38.1062125498922,-7.756212549892197
4544,2011,7,9,7,0,7,0.5186665144,6,0,16859,6190,33.75,30.35,42.39684117829193,-8.646841178291929
4545,2011,7,9,8,0,8,0.5187806827,6,0,18395,6605,43.29,33.75,49.16317133560404,-5.873171335604042
4546,2011,7,9,9,0,9,0.518894851,6,0,19987,7029,46.78,43.29,56.17619061323483,-9.396190613234829
4547,2011,7,9,10,0,10,0.5190090193,6,0,21322,7394,47.44,46.78,62.05708303511742,-14.617083035117425
4548,2011,7,9,11,0,11,0.5191231876,6,0,22202,7650,50.52,47.44,65.93362635441082,-15.413626354410816
4549,2011,7,9,12,0,12,0.5192373559,6,0,22680,7780,51.24,50.52,68.03929420284518,-16.799294202845182
4550,2011,7,9,13,0,13,0.5193515241,6,0,22957,7832,54.86,51.24,69.25952431585003,-14.39952431585003
4551,2011,7,9,14,0,14,0.5194656924,6,0,23095,7848,55.24,54.86,69.86743679092106,-14.62743679092106
4552,2011,7,9,15,0,15,0.5195798607,6,0,23148,7829,54.99,55.24,70.10091042265122,-15.110910422651223
4553,2011,7,9,16,0,16,0.519694029,6,0,23133,7795,55.33,54.99,70.03483297970871,-14.704832979708712
4554,2011,7,9,17,0,17,0.5198081973,6,0,22946,7743,54.35,55.33,69.21106752435887,-14.861067524358866
4555,2011,7,9,18,0,18,0.5199223656,6,0,22463,7619,51.8,54.35,67.08337386161034,-15.283373861610343
4556,2011,7,9,19,0,19,0.5200365339,6,0,21737,7446,50.24,51.8,63.885225623193286,-13.645225623193284
4557,2011,7,9,20,0,20,0.5201507021,6,0,21231,7333,51.82,50.24,61.65621321459958,-9.836213214599582
4558,2011,7,9,21,0,21,0.5202648704,6,0,21402,7401,51.4,51.82,62.4094960641441,-11.009496064144102
4559,2011,7,9,22,0,22,0.5203790387,6,0,20692,7301,54.78,51.4,59.28183043153238,-4.501830431532376
4560,2011,7,9,23,0,23,0.520493207,6,0,19529,7082,45.7,54.78,54.15862602205713,-8.458626022057125
4561,2011,7,10,0,0,0,0.5206073753,0,0,18558,6954,41.56,45.7,49.88121288224588,-8.32121288224588
4562,2011,7,10,1,0,1,0.5207215436,0,0,17338,6510,38.05,41.56,44.50691418958913,-6.456914189589135
4563,2011,7,10,2,0,2,0.5208357118,0,0,16403,6137,33.95,38.05,40.3880869128399,-6.4380869128399
4564,2011,7,10,3,0,3,0.5209498801,0,0,15758,5877,31.22,33.95,37.54675686631236,-6.326756866312358
4565,2011,7,10,4,0,4,0.5210640484,0,0,15329,5679,30.29,31.22,35.65694199815682,-5.366941998156818
4566,2011,7,10,5,0,5,0.5211782167,0,0,15031,5534,29.41,30.29,34.34420346503247,-4.934203465032471
4567,2011,7,10,6,0,6,0.521292385,0,0,14924,5525,29.24,29.41,33.87285103870929,-4.632851038709294
4568,2011,7,10,7,0,7,0.5214065533,0,0,15678,5767,31.33,29.24,37.19434383728568,-5.864343837285681
4569,2011,7,10,8,0,8,0.5215207215,0,0,17013,6127,36.3,31.33,43.07523625916827,-6.775236259168274
4570,2011,7,10,9,0,9,0.5216348898,0,0,18529,6527,39.96,36.3,49.75346315922372,-9.79346315922372
4571,2011,7,10,10,0,10,0.5217490581,0,0,19902,6906,47.82,39.96,55.80175176989399,-7.9817517698939895
4572,2011,7,10,11,0,11,0.5218632264,0,0,20915,7199,52.12,47.82,60.26418174994422,-8.144181749944224
4573,2011,7,10,12,0,12,0.5219773947,0,0,21600,7379,53.34,52.12,63.281718310985106,-9.941718310985102
4574,2011,7,10,13,0,13,0.522091563,0,0,22092,7480,64.16,53.34,65.44905843949914,-1.2890584394991436
4575,2011,7,10,14,0,14,0.5222057312,0,0,22391,7532,59.06,64.16,66.76620213548634,-7.706202135486336
4576,2011,7,10,15,0,15,0.5223198995,0,0,22586,7531,60.64,59.06,67.62520889373886,-6.985208893738857
4577,2011,7,10,16,0,16,0.5224340678,0,0,22688,7485,62.43,60.64,68.07453550574786,-5.644535505747861
4578,2011,7,10,17,0,17,0.5225482361,0,0,22620,7440,63.99,62.43,67.77498443107518,-3.7849844310751806
4579,2011,7,10,18,0,18,0.5226624044,0,0,22281,7347,60.46,63.99,66.28163422057466,-5.8216342205746585
4580,2011,7,10,19,0,19,0.5227765727,0,0,21720,7210,54.38,60.46,63.81033785452512,-9.43033785452512
4581,2011,7,10,20,0,20,0.522890741,0,0,21428,7153,54.7,54.38,62.52403029857776,-7.82403029857776
4582,2011,7,10,21,0,21,0.5230049092,0,0,21626,7270,53.69,54.7,63.39625254541878,-9.706252545418785
4583,2011,7,10,22,0,22,0.5231190775,0,0,20763,7159,57.69,53.69,59.594596994793555,-1.9045969947935575
4584,2011,7,10,23,0,23,0.5232332458,0,0,19415,6873,49.31,57.69,53.656437455694125,-4.346437455694122
4585,2011,7,11,0,0,0,0.5233474141,1,0,18295,6594,44.03,49.31,48.7226550493207,-4.692655049320699
4586,2011,7,11,1,0,1,0.5234615824,1,0,17255,6238,37.91,44.03,44.14128567197397,-6.231285671973971
4587,2011,7,11,2,0,2,0.5235757507,1,0,16874,6142,33.83,37.91,42.46291862123443,-8.632918621234431
4588,2011,7,11,3,0,3,0.5236899189,1,0,16670,6098,31.87,33.83,41.564265397216424,-9.694265397216423
4589,2011,7,11,4,0,4,0.5238040872,1,0,16648,6079,32.34,31.87,41.467351814234085,-9.127351814234082
4590,2011,7,11,5,0,5,0.5239182555,1,0,17020,6205,35.44,32.34,43.10607239920811,-7.666072399208112
4591,2011,7,11,6,0,6,0.5240324238,1,0,18178,6675,36.22,35.44,48.2072509943692,-11.987250994369198
4592,2011,7,11,7,0,7,0.5241465921,1,0,20366,7398,47.97,36.22,57.84574733824869,-9.875747338248694
4593,2011,7,11,8,0,8,0.5242607604,1,0,22507,8073,50.71,47.97,67.27720102757502,-16.567201027575017
4594,2011,7,11,9,0,9,0.5243749286,1,0,24165,8631,58.18,50.71,74.5809610541528,-16.400961054152795
4595,2011,7,11,10,0,10,0.5244890969,1,0,25571,9005,64.33,58.18,80.77462003929656,-16.444620039296566
4596,2011,7,11,11,0,11,0.5246032652,1,0,26709,9293,76.62,64.33,85.78769537720098,-9.167695377200971
4597,2011,7,11,12,0,12,0.5247174335,1,0,27542,9502,85.86,76.62,89.45719604194122,-3.597196041941217
4598,2011,7,11,13,0,13,0.5248316018,1,0,28222,9645,100.69,85.86,92.45270678866794,8.237293211332059
4599,2011,7,11,14,0,14,0.5249457701,1,0,28737,9760,123,100.69,94.72136566302714,28.278634336972857
4600,2011,7,11,15,0,15,0.5250599383,1,0,29011,9812,126.66,123,95.92838028744347,30.731619712556522
4601,2011,7,11,16,0,16,0.5251741066,1,0,29097,9813,140.57,126.66,96.30722429364715,44.26277570635284
4602,2011,7,11,17,0,17,0.5252882749,1,0,28866,9722,126.1,140.57,95.28963167233263,30.810368327667362
4603,2011,7,11,18,0,18,0.5254024432,1,0,28097,9341,87.09,126.1,91.90206143081375,-4.812061430813742
4604,2011,7,11,19,0,19,0.5255166115,1,0,27084,8938,71.49,87.09,87.4396314507635,-15.949631450763505
4605,2011,7,11,20,0,20,0.5256307798,1,0,26331,8682,69.35,71.49,84.12254381504997,-14.772543815049971
4606,2011,7,11,21,0,21,0.5257449481,1,0,26042,8621,67.57,69.35,82.84945174769109,-15.279451747691098
4607,2011,7,11,22,0,22,0.5258591163,1,0,24548,8327,55.64,67.57,76.268138430618,-20.628138430617994
4608,2011,7,11,23,0,23,0.5259732846,1,0,22515,7837,54.45,55.64,67.31244233047767,-12.862442330477663
4609,2011,7,12,0,0,0,0.5260874529,2,0,20747,7415,50.48,54.45,59.52411438898822,-9.04411438898822
4610,2011,7,12,1,0,1,0.5262016212,2,0,19496,6979,46.77,50.48,54.01325564758363,-7.243255647583624
4611,2011,7,12,2,0,2,0.5263157895,2,0,18833,6785,44.22,46.77,51.09263266952508,-6.872632669525082
4612,2011,7,12,3,0,3,0.5264299578,2,0,18455,6685,42.84,44.22,49.42748110737404,-6.587481107374039
4613,2011,7,12,4,0,4,0.526544126,2,0,18366,6650,42,42.84,49.03542161258188,-7.035421612581878
4614,2011,7,12,5,0,5,0.5266582943,2,0,18746,6773,42.07,42,50.709383500458564,-8.639383500458564
4615,2011,7,12,6,0,6,0.5267724626,2,0,19813,7207,43.95,42.07,55.40969227510181,-11.459692275101808
4616,2011,7,12,7,0,7,0.5268866309,2,0,21911,7913,52.29,43.95,64.6517239613263,-12.361723961326298
4617,2011,7,12,8,0,8,0.5270007992,2,0,23908,8549,56.69,52.29,73.4488341984046,-16.7588341984046
4618,2011,7,12,9,0,9,0.5271149675,2,0,25549,9113,65.99,56.69,80.67770645631424,-14.687706456314245
4619,2011,7,12,10,0,10,0.5272291357,2,0,26964,9505,77.3,65.99,86.9110119072235,-9.6110119072235
4620,2011,7,12,11,0,11,0.527343304,2,0,28097,9810,93.07,77.3,91.90206143081375,1.1679385691862478
4621,2011,7,12,12,0,12,0.5274574723,2,0,28887,10031,110,93.07,95.38214009245215,14.617859907547853
4622,2011,7,12,13,0,13,0.5275716406,2,0,29506,10169,143.67,110,98.108935904546,45.561064095453986
4623,2011,7,12,14,0,14,0.5276858089,2,0,29931,10286,175.87,143.67,99.9811301212502,75.8888698787498
4624,2011,7,12,15,0,15,0.5277999772,2,0,30146,10360,177.11,175.87,100.9282401367594,76.18175986324061
4625,2011,7,12,16,0,16,0.5279141455,2,0,30159,10372,193,177.11,100.98550725397624,92.01449274602376
4626,2011,7,12,17,0,17,0.5280283137,2,0,29913,10309,174,193,99.9018371897192,74.0981628102808
4627,2011,7,12,18,0,18,0.528142482,2,0,29086,9946,115.84,174,96.25876750215599,19.581232497844013
4628,2011,7,12,19,0,19,0.5282566503,2,0,27992,9554,95.39,115.84,91.43951933021623,3.950480669783772
4629,2011,7,12,20,0,20,0.5283708186,2,0,27181,9310,80.7,95.39,87.86693224845834,-7.1669322484583375
4630,2011,7,12,21,0,21,0.5284849869,2,0,26839,9256,77,80.7,86.36036654936933,-9.360366549369331
4631,2011,7,12,22,0,22,0.5285991552,2,0,25329,8952,65.03,77,79.70857062649088,-14.678570626490881
4632,2011,7,12,23,0,23,0.5287133234,2,0,23273,8434,58.74,65.03,70.65155578050539,-11.911555780505388
4633,2011,7,13,0,0,0,0.5288274917,3,0,21726,8064,55.22,58.74,63.83676883170212,-8.616768831702124
4634,2011,7,13,1,0,1,0.52894166,3,0,20024,7469,48.42,55.22,56.33918163915967,-7.919181639159667
4635,2011,7,13,2,0,2,0.5290558283,3,0,18722,6992,46.08,48.42,50.603659591750564,-4.523659591750565
4636,2011,7,13,3,0,3,0.5291699966,3,0,17957,6716,40.82,46.08,47.233710001683015,-6.413710001683015
4637,2011,7,13,4,0,4,0.5292841649,3,0,17755,6613,39.12,40.82,46.34386710339066,-7.22386710339066
4638,2011,7,13,5,0,5,0.5293983331,3,0,18185,6744,40.26,39.12,48.238087134409035,-7.978087134409037
4639,2011,7,13,6,0,6,0.5295125014,3,0,19086,7122,46.06,40.26,52.207138873821926,-6.147138873821923
4640,2011,7,13,7,0,7,0.5296266697,3,0,20987,7794,50,46.06,60.58135347606824,-10.581353476068237
4641,2011,7,13,8,0,8,0.529740838,3,0,22668,8359,55.23,50,67.98643224849118,-12.756432248491187
4642,2011,7,13,9,0,9,0.5298550063,3,0,24043,8863,59.19,55.23,74.04353118488712,-14.853531184887117
4643,2011,7,13,10,0,10,0.5299691746,3,0,25183,9194,64.27,59.19,79.0654168485172,-14.795416848517206
4644,2011,7,13,11,0,11,0.5300833428,3,0,26006,9429,70.68,64.27,82.69086588462909,-12.010865884629084
4645,2011,7,13,12,0,12,0.5301975111,3,0,26537,9572,74.72,70.68,85.03000736479365,-10.310007364793648
4646,2011,7,13,13,0,13,0.5303116794,3,0,26915,9640,88.49,74.72,86.69515892694466,1.7948410730553377
4647,2011,7,13,14,0,14,0.5304258477,3,0,27150,9693,92.98,88.49,87.7303721997105,5.2496278002895025
4648,2011,7,13,15,0,15,0.530540016,3,0,27224,9706,97.76,92.98,88.05635425156018,9.703645748439826
4649,2011,7,13,16,0,16,0.5306541843,3,0,27141,9668,100,97.76,87.69072573394502,12.309274266054985
4650,2011,7,13,17,0,17,0.5307683526,3,0,26822,9561,86.09,100,86.28547878070117,-0.19547878070116553
4651,2011,7,13,18,0,18,0.5308825208,3,0,26042,9204,71.78,86.09,82.84945174769109,-11.06945174769109
4652,2011,7,13,19,0,19,0.5309966891,3,0,25111,8836,69.82,71.78,78.7482451223932,-8.928245122393207
4653,2011,7,13,20,0,20,0.5311108574,3,0,24405,8553,67.84,69.82,75.6382001412328,-7.7982001412327975
4654,2011,7,13,21,0,21,0.5312250257,3,0,24202,8482,63.91,67.84,74.74395208007763,-10.833952080077637
4655,2011,7,13,22,0,22,0.531339194,3,0,22890,8197,58.9,63.91,68.96437840404022,-10.06437840404022
4656,2011,7,13,23,0,23,0.5314533623,3,0,21062,7707,52.46,58.9,60.91174069078074,-8.451740690780738
4657,2011,7,14,0,0,0,0.5315675305,4,0,20047,7386,47.14,52.46,56.44050038500483,-9.300500385004831
4658,2011,7,14,1,0,1,0.5316816988,4,0,18300,6790,42.96,47.14,48.744680863634876,-5.784680863634875
4659,2011,7,14,2,0,2,0.5317958671,4,0,17128,6348,34.06,42.96,43.58182998839411,-9.52182998839411
4660,2011,7,14,3,0,3,0.5319100354,4,0,16453,6106,32.02,34.06,40.608345055981566,-8.588345055981563
4661,2011,7,14,4,0,4,0.5320242037,4,0,16327,6034,30.9,32.02,40.05329453526456,-9.153294535264564
4662,2011,7,14,5,0,5,0.532138372,4,0,16768,6172,33.27,30.9,41.99597135777409,-8.725971357774085
4663,2011,7,14,6,0,6,0.5322525402,4,0,17665,6508,38,33.27,45.947402445735655,-7.947402445735655
4664,2011,7,14,7,0,7,0.5323667085,4,0,19528,7143,45.58,38,54.15422085919429,-8.574220859194291
4665,2011,7,14,8,0,8,0.5324808768,4,0,21180,7692,50.38,45.58,61.43154990859508,-11.051549908595078
4666,2011,7,14,9,0,9,0.5325950451,4,0,22494,8156,54.79,50.38,67.21993391035818,-12.42993391035818
4667,2011,7,14,10,0,10,0.5327092134,4,0,23606,8450,57.53,54.79,72.11847501382891,-14.588475013828912
4668,2011,7,14,11,0,11,0.5328233817,4,0,24420,8666,62.18,57.53,75.70427758417532,-13.524277584175316
4669,2011,7,14,12,0,12,0.5329375499,4,0,24976,8813,66.62,62.18,78.15354813591068,-11.533548135910678
4670,2011,7,14,13,0,13,0.5330517182,4,0,25414,8883,69.76,66.62,80.08300946983172,-10.323009469831717
4671,2011,7,14,14,0,14,0.5331658865,4,0,25699,8941,75.32,69.76,81.33848088573924,-6.018480885739251
4672,2011,7,14,15,0,15,0.5332800548,4,0,25824,8959,85.22,75.32,81.88912624359341,3.3308737564065893
4673,2011,7,14,16,0,16,0.5333942231,4,0,25802,8947,95.85,85.22,81.79221266061109,14.05778733938891
4674,2011,7,14,17,0,17,0.5335083914,4,0,25543,8866,76.26,95.85,80.65127547913724,-4.391275479137235
4675,2011,7,14,18,0,18,0.5336225597,4,0,24881,8566,60.45,76.26,77.73505766394152,-17.285057663941515
4676,2011,7,14,19,0,19,0.5337367279,4,0,24082,8258,56.4,60.45,74.21533253653763,-17.815332536537632
4677,2011,7,14,20,0,20,0.5338508962,4,0,23509,8022,56.22,56.4,71.69117421613407,-15.471174216134074
